chr21	38383924	38390994	2	2	1	651	2	51
chr21	38391043	38391658	2	2	1	620	1	49
chr21	38391716	38392375	2	2	1	651	0	57
chr21	38392445	38402556	2	2	1	641	3	74
chr21	38402638	38403505	2	2	1	689	4	75
chr21	38403710	38423409	2	2	1	678	1	75
chr21	38423562	38445403	2	2	1	515	1	75
chr21	38445622	38575661	2	2	1	382	1	75
chr21	38575748	38584843	2	2	1	390	1	75
chr21	38584946	38661657	2	2	1	275	0	75
chr21	41466150	41467733	2	2	1	1	0	1
chr21	41466154	41467733	2	2	1	678	0	75
chr21	41467887	41468395	2	2	1	635	0	75
chr21	41468539	41470647	2	2	1	664	2	75
chr21	41470744	41471805	2	2	1	631	0	75
chr21	41471982	41473324	2	2	1	629	2	75
chr21	41473497	41476576	2	2	1	640	1	47
chr21	41476621	41479171	2	2	1	639	1	44
chr21	41479283	41480475	2	2	1	647	1	75
chr21	41480603	41488393	2	2	1	627	1	75
chr21	41488514	41489506	2	2	1	612	2	75
chr21	41489594	41494355	2	2	1	630	1	75
chr21	41494579	41498118	2	2	1	584	0	73
chr21	41498190	41508080	2	2	1	317	0	72
