chr21	38383924	38390994	2	2	1	1029	3	51
chr21	38391043	38391658	2	2	1	1028	2	49
chr21	38391716	38392375	2	2	1	1054	1	59
chr21	38392445	38402556	2	2	1	1020	1	69
chr21	38402638	38403505	2	2	1	943	2	75
chr21	38403710	38423409	2	2	1	1024	4	75
chr21	38423562	38445403	2	2	1	516	1	75
chr21	38445622	38575661	2	2	1	101	0	74
chr21	38575748	38584843	2	2	1	106	0	74
chr21	38584946	38661657	2	2	1	58	0	75
chr21	41466154	41467733	2	2	1	165	0	74
chr21	41467887	41468395	2	2	1	162	0	74
chr21	41468539	41470647	2	2	1	160	1	74
chr21	41470744	41471805	2	2	1	151	0	75
chr21	41471982	41473324	2	2	1	150	1	75
chr21	41473497	41476576	2	2	1	182	0	47
chr21	41476621	41479171	2	2	1	176	0	44
chr21	41479283	41480475	2	2	1	156	0	75
chr21	41480603	41488393	2	2	1	156	0	75
chr21	41488514	41489506	2	2	1	150	0	75
chr21	41489594	41494355	2	2	1	172	0	75
chr21	41494579	41498118	2	2	1	457	1	73
chr21	41498190	41508080	2	2	1	251	0	72
