chr21	38383924	38390994	2	2	1	169	0	51
chr21	38391043	38391658	2	2	1	160	0	49
chr21	38391716	38392375	2	2	1	163	0	57
chr21	38392445	38402556	2	2	1	150	0	69
chr21	38402638	38403505	2	2	1	127	1	74
chr21	38403710	38423409	2	2	1	152	0	74
chr21	38423562	38445403	2	2	1	89	0	75
chr21	38445622	38575661	2	2	1	66	1	75
chr21	38575748	38584843	2	2	1	64	1	74
chr21	38584946	38661657	2	2	1	39	0	75
chr21	41466154	41467733	2	2	1	111	0	74
chr21	41467887	41468395	2	2	1	100	0	74
chr21	41468539	41470647	2	2	1	84	0	75
chr21	41470744	41471805	2	2	1	95	0	74
chr21	41471982	41473324	2	2	1	95	1	75
chr21	41473497	41476576	2	2	1	76	0	47
chr21	41476621	41479171	2	2	1	88	0	44
chr21	41479283	41480475	2	2	1	106	0	74
chr21	41480603	41488393	2	2	1	85	0	75
chr21	41488514	41489506	2	2	1	83	0	75
chr21	41489594	41494355	2	2	1	82	0	74
chr21	41494579	41498118	2	2	1	101	0	73
chr21	41498190	41508080	2	2	1	57	0	71
