chr21	38383924	38390994	2	2	1	334	0	51
chr21	38391043	38391658	2	2	1	324	0	49
chr21	38391716	38392375	2	2	1	329	0	57
chr21	38392445	38402556	2	2	1	293	1	69
chr21	38402638	38403505	2	2	1	268	2	75
chr21	38403710	38423409	2	2	1	304	1	75
chr21	38423562	38445403	2	2	1	165	0	74
chr21	38445622	38575661	2	2	1	34	0	74
chr21	38575748	38584843	2	2	1	34	0	74
chr21	38584946	38661657	2	2	1	20	0	73
chr21	41466154	41467733	2	2	1	48	0	73
chr21	41467887	41468395	2	2	1	45	0	73
chr21	41468539	41470647	2	2	1	39	0	73
chr21	41470744	41471805	2	2	1	46	0	74
chr21	41471982	41473324	2	2	1	35	1	75
chr21	41473497	41476576	2	2	1	47	0	47
chr21	41476621	41479171	2	2	1	53	0	44
chr21	41479283	41480475	2	2	1	52	0	74
chr21	41480603	41488393	2	2	1	45	0	75
chr21	41488514	41489506	2	2	1	49	0	74
chr21	41489594	41494355	2	2	1	52	0	74
chr21	41494579	41498118	2	2	1	133	0	73
chr21	41498190	41508080	2	2	1	67	0	71
